"","SRR22355218","SRR22355219","SRR22355220","SRR22355221","SRR22355222","SRR22355223","SRR22355224","SRR22355225","SRR22355226"
"ENSB:rmrkNJjwaknPYw1",2426.03631302651,3469.05726163664,2717.36503609972,2859.2812766078,2757.56487237867,2819.67128984812,2175.99045784091,2468.98605318313,2323.02463209294
"ENSB:Gg216NuftedP5Ma",3.18684810762996,0,6.84741316744912,0,0.944092610967967,0,4.5536106523962,0,3.65475391237463
"ENSB:Rz9OsWPzgd-kwvA",44.3057264527339,32.7403040803101,50.711451838252,54.2980193405753,49.2401779301639,44.5589371356177,130.379906013788,111.133632183304,112.601648918839
"ENSB:3ShGG9cRpj7i57W",200.075731750079,175.768868970544,193.162605925801,80.5728140149522,87.2156217493898,77.003801352708,101.110735531325,87.2371272825811,108.780026266822
"ENSB:RkbP5Xf4NZl0rit",120.679818446977,85.338282414352,125.688668609502,139.604340751383,146.753472543793,146.845906321714,148.776255860806,116.639956326115,112.844772119585
"ENSB:wwe0tfHU6z9w2yy",1509.33122854497,1779.12382084216,1573.94917629177,1033.70997843871,990.945205718415,1009.57874338255,1300.52699057015,1468.54079773166,1297.57051043137
"ENSB:PXoabTJ1TfDZWFO",69.2740478352176,90.0461220117704,56.5604674152603,93.4591937619965,73.3948723696007,81.0922581427353,103.754235831162,136.850105830601,145.145284674964
"ENSB:gp5Z1Ee9ISPwx34",707.175381094481,553.728930916046,675.727334297413,615.915202636583,629.599826603722,624.858503264831,720.166931331684,635.238338779916,765.264415432286
"ENSB:GKJslrJPHU9EbLv",147.134706213769,82.9867123026612,143.601636266543,170.819078689321,139.835845732299,139.778006687794,92.7956146956794,78.0061366512765,59.7779853390394
"ENSB:9K65e-gIp3Sc5no",363.736084445676,726.533091108631,383.348232842202,596.591565061593,774.326676856648,856.175909190938,1153.86106577796,1241.64400489656,1356.06423076717
"ENSB:JildMTYjkrzz186",34.0345303050195,25.244345857619,25.59664399863,10.0109299193872,7.5028201867601,6.3501472199764,10.0671676712538,16.6679332503171,14.5288436540058
"ENSB:ojXsbxpZGRtcOvX",4487.85923958849,7670.38143291298,4723.81431177619,9405.301043932,9916.69445297532,9654.98707114081,7347.57324228203,7960.51366287771,9117.19608028267
"ENSB:lQgrXEORNNp0w1n",5673.85660460489,5083.50629310209,6193.76403461386,135.548840205648,112.469736165979,124.16850377628,119.317964532175,112.981917094653,93.4768961305045
"ENSB:w01w_Z2vzweiejW",249.417323742532,390.549537351607,352.720284542069,92.4804767954896,85.4521635547807,87.221838832696,139.59126068636,166.235206463957,159.223648257989
"ENSB:xFPfEbuwuc-sYbD",81.0356814419813,34.6489716152973,68.0701523848023,59.4446806289069,80.7625552303376,64.7831025571275,68.9098899352058,52.3462784691825,75.5731410277265
"ENSB:VEGnTIIs9uVblzO",569.337412786246,609.049223031216,538.879729930552,724.331686933207,712.279930840472,732.996983703353,270.68581276334,277.431746774937,310.621865741593
"ENSB:DX2t4h4uVo33XFI",417.80222738038,471.322386582159,436.112932021188,605.35980154461,602.657144133825,605.598088696094,608.560542670853,591.18518109703,708.11496356518
"ENSB:CtxyIcM87Admwew",31.2735456356887,6.60704568343443,23.3290109801274,4.43416676007914,20.4204030192373,5.32154451238567,14.7021595234928,10.1017494153481,25.2144748593993
"ENSB:wOCswyVcBASRzok",338.487439712432,491.963062559386,404.447951226944,388.518142076223,410.287011309055,424.95644524691,576.114608701295,615.293244929052,596.053444195813
"ENSB:fHcEtqi3K2bF2AK",226.283816215328,306.327518867171,228.145417394991,105.895484444433,109.621867289184,105.121031907512,240.575396790736,258.084378049033,220.326431681535
"ENSB:Ux1x-NdSVfaL2lT",613.112676831004,715.78084088036,573.82118628904,214.747454000275,179.170595435767,221.021267527257,216.828690574083,179.080461133596,162.424943805712
"ENSB:gZ6t6ntSNx4Nrr9",80.2929543923751,89.937722669801,94.5079690342838,130.94889251531,102.171926903337,106.128655081354,119.924867025252,76.8526800925776,78.7221211322557
"ENSB:hBhZwiVJtShdNgZ",459.185597776077,685.388907787335,515.272267780024,658.530394944985,647.567848084645,679.467613913328,518.457563949339,596.877826839372,582.244925299185
"ENSB:hxw3B17med4zSs_",8.01357891287018,9.92341000678663,15.5453376193909,5.31816420596701,13.9211365033728,8.8631607820363,15.6227715410029,13.7748429412473,6.3105398720264
"ENSB:LYCc1nNK7xb9Uck",4517.12397731422,8487.68529491299,4751.78606001096,5416.9849477152,5542.10836338137,5749.00037806006,6731.00792309561,8665.4247084329,8954.71246621244
"ENSB:w7IPUcxobWX8RK3",1472.90951003991,871.859362262439,1392.98307250195,1303.69275533416,1196.02999896512,1296.72960167477,1172.24940809279,1141.70922611314,1004.85124191924
"ENSB:oNq53olQYl_Qt-M",13.0727426137623,11.5181516874861,9.56922094589194,14.9193761194888,8.16367650649409,14.8863711343646,16.704089265895,19.4012116725957,13.1668294346267
"ENSB:PyddCwuvLL_7ByX",654.749529790267,688.927931800642,647.725162204182,338.758788033973,432.563773462585,398.256707592477,482.106609096766,496.156435026638,523.32056006826
